,population,city,country,latitude,longitude
1495,283517,Qods,Iran,35.721389,51.108889
1496,283468,Lipa,Philippines,13.941876,121.16442
1497,283396,Biñan,Philippines,14.303635,121.078149
1498,283243,Wollongong,Australia,-34.425073,150.893149
1499,282981,Vinh,Vietnam,18.679585,105.681333
1500,282918,Ramadi,Iraq,33.416667,43.3
1501,282441,Suzano,Brazil,-23.587463,-46.303235
1502,282313,Toledo,USA,41.6641,-83.5819
1503,281799,Ciudad Nicolás Romero,Mexico,19.432608,-99.133208
1504,281494,Rampur,India,28.789304,79.024952
1505,281492,Mbandaka,Democratic Republic of the Congo,0.04,18.26
1506,281434,Pekalongan,Indonesia,-6.896143,109.675835
1507,281413,Camaçari,Brazil,-12.700801,-38.324498
1508,281348,Tambov,Russia,52.716667,41.433333
1509,281222,Nagaoka,Japan,37.493639,138.78264
1510,280415,Malmö,Sweden,55.604981,13.003822
1511,280309,al-Gadarif,Sudan,14.03,35.4
1512,279765,Ensenada,Mexico,31.829881,-116.599987
1513,279720,Thies,Senegal,"14,800","-16,933"
1514,279655,Ciudad del Este,Paraguay,-25.516667,-54.616667
1515,279653,Ljubljana,Slovenia,46.056947,14.505751
1516,279639,Greensboro,USA,36.0965,-79.8271
1517,279591,Ichihara,Japan,35.521471,140.127447
1518,279340,Roodepoort,South Africa,-26.1625,27.8725
1519,279074,Lhasa,China,29.6568869,91.1314249
1520,278767,San Cristóbal,Dominican Republic,18.41888,-70.103067
1521,278427,Newark,USA,40.7242,-74.1726
1522,278188,Vũng Tàu,Vietnam,10.41138,107.136224
1523,278003,Braşov,Romania,45.666667,25.616667
1524,277959,Coacalco de Berriozábal,Mexico,19.432608,-99.133208
1525,277382,Pathein,Myanmar,"16,78","94,73"
1526,277056,Hakodate,Japan,41.773746,140.726399
1527,277017,Punto Fijo,Venezuela,11.716667,-70.183333
1528,276995,Governador Valadares,Brazil,-18.875224,-41.963195
1529,276542,Augsburg,Germany,48.3668041,10.8986971
1530,276538,Gunsan,Republic of Korea,35.967677,126.736629
1531,276524,Groznyi,Russia,43.31688,45.681486
1532,276459,Belfast,United Kingdom,54.597285,-5.93012
1533,276165,Windsor,Canada,42.314937,-83.036363
1534,275350,Asan,Republic of Korea,36.783333,126.983333
1535,275325,Kashan,Iran,33.985036,51.409963
1536,275138,Soyapango,El Salvador,13.710045,-89.137253
1537,275087,Sterlitamak,Russia,53.633333,55.95
1538,274942,Gorlovka,Ukraine,48.321,38.0459
1539,274838,Santa Maria,Brazil,-29.695408,-53.8056
1540,274509,Bahía Blanca,Argentina,-38.711678,-62.268078
1541,274490,Resistencia,Argentina,-27.451656,-58.986252
1542,274409,Plano,USA,33.0508,-96.7479
1543,274352,Shivamogga,India,13.92993,75.568101
1544,274082,Vicente López,Argentina,-34.52812,-58.473816
1545,273892,Ratlam,India,23.33417,75.037632
1546,273871,Wiesbaden,Germany,50.0833,8.25
1547,273547,La Vega,Dominican Republic,19.22,-70.53
1548,273450,Aswan,Egypt,24.088938,32.899829
1549,273400,Brighton & Hove,United Kingdom,50.835161,-0.126103
1550,273300,Haeju,Democratic People's Republic of Korea,38.033333,125.716667
1551,273244,Yao,Japan,34.61709,135.596973
1552,273130,Chuncheon,Republic of Korea,37.881315,127.729971
1553,272918,Modinagar,India,28.831631,77.577959
1554,272709,Popayán,Colombia,2.446171,-76.598573
1555,272676,Cabanatuan,Philippines,15.486505,120.973393
1556,272447,Morogoro,Tanzania,-6.81,37.69
1557,272274,Suncheon,Republic of Korea,34.95,127.483333
1558,272240,Ibaraki,Japan,34.822147,135.559953
1559,272231,Puerto La Cruz,Venezuela,10.200799,-64.633464
1560,271786,Cotabato City,Philippines,7.216667,124.25
1561,271782,Strasbourg,France,48.573405,7.752111
1562,271295,Sumy,Ukraine,50.9077,34.7981
1563,271073,Venice,Italy,45.440847,12.315515
1564,270814,Haifa,Israel,32.794046,34.989571
1565,270811,Henderson,USA,36.0122,-115.0375
1566,270689,Gravataí,Brazil,-29.938396,-51.015067
1567,270366,Kostroma,Russia,57.766667,40.933333
1568,270211,Gijón,Spain,43.532202,-5.66112
1569,270046,Zhitomir,Ukraine,50.25465,28.658667
1570,268738,Lincoln,USA,40.809,-96.6804
1571,268679,Durg,India,21.19,81.28
1572,268574,Fukui,Japan,36.062128,136.223321
1573,268507,Kediri,Indonesia,-7.816611,112.011917
1574,268347,Santa Catarina,Mexico,25.677317,-100.462132
1575,268321,Taboão da Serra,Brazil,-23.620019,-46.783776
1576,267662,Shillong,India,25.578773,91.893254
1577,267631,Kakogawa,Japan,34.767844,134.839416
1578,267571,Sincelejo,Colombia,9.316948,-75.387885
1579,267108,Yangsan,Republic of Korea,35.335007,129.037169
1580,267102,Petrozavodsk,Russia,61.783333,34.333333
1581,267005,Ha'il,Saudi-Arabia,27.516667,41.683333
1582,266627,Damietta,Egypt,31.417539,31.814443
1583,257894,Lubango,Angola,-14.92,13.53
1584,266444,Gwangju,Republic of Korea,37.417141,127.256141
1585,266370,Tokushima,Japan,34.074642,134.550764
1586,265857,Bergen,Norway,60.391263,5.322054
1587,265833,Djelfa,Algeria,34.666667,3.25
1588,265775,Várzea Grande,Brazil,-15.652929,-56.128419
1589,265747,Balıkesir,Turkey,39.648369,27.88261
1590,265626,Yoshkar-Ola,Russia,56.633333,47.866667
1591,265606,Nakhon Si Thammarat,Thailand,8.430398,99.963122
1592,265409,Palmas,Brazil,-9.968408,-48.338582
1593,265101,Temuco,Chile,-38.73383,-72.584496
1594,265051,Naltchik,Russia,43.483333,43.616667
1595,265028,Gyeongju,Republic of Korea,35.856172,129.224748
1596,264991,Pokhara,Nepal,28.263889,83.972222
1597,264986,Imphal,India,24.82,93.95
1598,264439,Uruapan,Mexico,19.566519,-101.706829
1599,264290,Guarenas,Venezuela,10.466263,-66.616882
1600,264158,Rangpur,Bangladesh,25.7653099,89.2322108
1601,264091,Santa Ana,El Salvador,13.977828,-89.563912
1602,264062,Mito,Japan,36.371091,140.476207
1603,263908,Floridablanca,Colombia,7.13011,-73.12569
1604,263704,Juazeiro do Norte,Brazil,-7.248369,-39.304801
1605,263647,Foz do Iguaçu,Brazil,-25.499492,-54.574301
1606,263179,Boksburg,South Africa,-26.2125,28.2625
1607,263000,Laayoune,Morocco,35.171389,-5.269722
1608,262832,Lamphun,Thailand,18.574461,99.008722
1609,262801,Hapur,India,28.73058,77.775882
1610,262346,Ranipet,India,12.95976,79.303085
1611,262340,Anantapur,India,14.681888,77.600591
1612,262308,Sumaré,Brazil,-23.549407,-46.680201
1613,262259,Volta Redonda,Brazil,-22.524836,-44.094875
1614,262154,Khmelnitsky,Ukraine,49.422983,26.987133
1615,262124,Mutare,Zimbabwe,-18.966667,32.633333
1616,261825,Ngaoundéré,Cameroon,7.32,13.58
1617,261662,Itagüi,Colombia,6.169924,-75.607187
1618,261445,Karamay,China,45.5983043,84.8658499
1619,261099,Arrah,India,25.556044,84.660331
1620,261011,Nizhnevartovsk,Russia,60.943119,76.543372
1621,260997,Gimpo,Republic of Korea,37.643409,126.660165
1622,260899,Karimnagar,India,18.438555,79.128841
1623,260607,Juliaca,Peru,-15.499688,-70.129653
1624,260419,Hiratsuka,Japan,35.327486,139.340019
1625,259790,Niš,Serbia,43.320902,21.895759
1626,259555,Barueri,Brazil,-23.502963,-46.870575
1627,259480,Golestan (Soltanabad),Iran,35.515945,51.183968
1628,259329,Parbhani,India,19.260996,76.776665
1629,259252,Stoke-on-Trent,United Kingdom,53.002668,-2.179404
1630,259081,Komsomolsk-na-Amure,Russia,50.566667,137
1631,259056,Misrata,Libya,32.377533,15.092017
1632,259053,Embu das Artes,Brazil,-23.663357,-46.865269
1633,258959,Buffalo,USA,42.8925,-78.8597
1634,258150,Osh,Kyrgyzstan,40.53,72.8
1635,257850,Gelsenkirchen,Germany,51.5109791,7.0959263
1636,257763,Bengkulu,Indonesia,-3.792067,102.261996
1637,257352,Gómez Palacio,Mexico,24.02772,-104.653176
1638,257351,Montpellier,France,43.610769,3.876716
1639,257342,Jersey City,USA,40.7114,-74.0648
1640,257062,Marabá,Brazil,-5.341509,-49.125474
1641,257000,Ijebu Ode,Nigeria,"6,822","3,925"
1642,256790,Stary Oskol,Russia,51.298082,37.837959
1643,256790,Etawah,India,26.811712,79.00469
1644,256780,Chula Vista,USA,32.6277,-117.0152
1645,256613,Los Mochis,Mexico,25.58385,-108.464624
1646,256584,Pachuca,Mexico,20.097613,-98.709579
1647,256496,Fort Wayne,USA,41.0882,-85.1439
1648,256393,Đà Lạt,Vietnam,11.940419,108.458313
1649,255671,Taganrog,Russia,47.216667,38.916667
1650,255483,Orlando,USA,28.4159,-81.2988
1651,255430,Mönchengladbach,Germany,51.1668457,6.4127228518
1652,255370,Yamagata,Japan,38.248645,140.327536
1653,255283,Syktivkar,Russia,61.666667,50.816667
1654,255266,Ipatinga,Brazil,-19.450775,-42.558409
1655,255088,Bertoua,Cameroon,4.58,13.68
1656,255084,Chernovtsy,Ukraine,48.266855,25.967216
1657,255029,Oaxaca,Mexico,17.059417,-96.721622
1658,255015,Soledad de Graciano Sánchez,Mexico,22.186405,-100.938994
1659,254886,Alajuela,Costa Rica,10.391583,-84.438272
1660,254650,Sasebo,Japan,33.163864,129.725662
1661,254158,PORT MORESBY,Papua New Guinea,-9.4438,147.180267
1662,253651,Gdynia,Poland,54.51889,18.530541
1663,253208,Verona,Italy,45.438384,10.991622
1664,252981,Posadas,Argentina,-27.362137,-55.900875
1665,252945,Espoo,Finland,60.205491,24.6559
1666,252320,Imperatriz,Brazil,-5.527923,-47.487711
1667,252127,Sétif,Algeria,36.196903,5.415087
1668,252026,Messina,Italy,38.193814,15.554015
1669,251971,Kanggye,Democratic People's Republic of Korea,40.966667,126.6
1670,251757,Valparaíso,Chile,-33.047238,-71.612688
1671,251466,Los Teques,Venezuela,10.333333,-67.033333
1672,251462,Wolverhampton,United Kingdom,52.586973,-2.12882
1673,251136,Begusarai,India,25.42,86.13
1674,251033,Viamão,Brazil,-30.08187,-51.030156
1675,250660,Rạch Giá,Vietnam,10.014334,105.088148
1676,250645,Irbid,Jordan,32.545442,35.857153
1677,250303,Mérida,Venezuela,38.914296,-6.349197
1678,250099,Graz,Austria,47.070714,15.439504
1679,249998,New Delhi,India,28.613939,77.209021
1680,249688,St. Petersburg,USA,27.762,-82.6441
1681,249595,Los Alcarrizos,Dominican Republic,18.524187,-70.02054
1682,249584,Nottingham,United Kingdom,52.954783,-1.158109
1683,249473,Shahriar,Iran,35.659722,51.059167
1684,249146,Chandler,USA,33.2829,-111.8549
1685,249131,Navotas,Philippines,14.67149,120.939847
1686,248894,Częstochowa,Poland,50.81182,19.120309
1687,248890,San Pablo,Philippines,14.064211,121.323337
1688,248800,Sfax,Tunisia,34.733333,10.766667
1689,248716,Tehuacán,Mexico,19.041297,-98.2062
1690,248649,Dzerzhinsk (Nizhegorodskaya oblast),Russia,56.233333,43.45
1691,248445,FuchuFuchū,Japan,35.676247,139.479536
1692,248436,Cabuyao,Philippines,14.278333,121.124722
1693,248380,Dezful,Iran,32.438828,48.38468
1694,248251,Novo Hamburgo,Brazil,-29.694729,-51.080386
1695,248242,Ghent,Belgium,51.054342,3.717424
1696,248237,Dneprodzerzhinsk,Ukraine,48.523117,34.613683
1697,248150,L'Hospitalet,Spain,40.990924,0.923718
1698,248142,Laredo,USA,27.5477,-99.4869
1699,248130,Dirē Dawa,Ethiopia,9.61,41.88
1700,248006,Machakos,Kenya,-1.46,37.29
1701,248000,Birnin Kebbi,Nigeria,"12,454","4,214"
1702,247227,Braunschweig,Germany,52.27165645,10.5203138304
1703,247119,San Miguel,El Salvador,13.445104,-88.246118
1704,247074,Damanhur,Egypt,31.042457,30.47275
1705,247000,Ilesha,Nigeria,"7,622","4,753"
1706,246911,Rivne,Ukraine,50.6199,26.251617
1707,246880,Nadschran,Saudi-Arabia,17.491667,44.132222
1708,246835,al-Minya,Egypt,28.087097,30.76184
1709,246392,Lucena,Philippines,13.941396,121.623447
1710,246139,Norfolk,USA,36.923,-76.2446
1711,246118,Kure,Japan,34.248979,132.566202
1712,245779,MP Kota Bharu,Malaysia,2.833194,101.731968
1713,245475,Durham,USA,35.981,-78.9056
1714,245419,Petaling Jaya,Malaysia,3.099293,101.644858
1715,245283,Ciudad Ojeda,Venezuela,10.2,-71.3
1716,244783,Phatthalung,Thailand,7.616682,100.074023
1717,244768,Meiktila,Myanmar,"20,88","95,85"
1718,244696,Khomeini shahr,Iran,32.700278,51.521111
1719,244400,NASSAU,Bahamas,25.06,-77.345
1720,244256,Mokpo,Republic of Korea,34.811835,126.392166
1721,244168,Merlo,Argentina,-34.6685,-58.728248
1722,243795,Plymouth,United Kingdom,50.375457,-4.142656
1723,243746,Gyeongsan,Republic of Korea,35.825056,128.741544
1724,243544,Uralsk,Kazakhstan,51.227821,51.386543
1725,243411,Dera Ghazi Khan,Pakistan,30.032486,70.640246
1726,243344,Madison,USA,43.0878,-89.4301
1727,243151,Wah Cantonment,Pakistan,33.790986,72.722721
1728,243126,Chanthaburi,Thailand,12.611249,102.103781
1729,242946,PARAMARIBO,Suriname,5.852036,-55.203828
1730,242883,Porto,Portugal,41.157944,-8.629105
1731,242801,Tagum,Philippines,7.448212,125.809424
1732,242672,Nazrēt,Ethiopia,8.53,39.27
1733,242604,Bratsk,Russia,56.116667,101.6
1734,242458,A Coruña,Spain,43.362344,-8.41154
1735,242272,Ojo de Agua,Mexico,19.432608,-99.133208
1736,242022,Chemnitz,Germany,50.8322608,12.9252977
1737,242011,Rancagua,Chile,-34.168052,-70.738965
1738,241823,Kadapa,India,14.467354,78.824134
1739,241694,Narayanganj,Bangladesh,23.6243367,90.4997449
1740,241683,Aachen,Germany,50.776351,6.0838618
1741,241613,Hachinohe,Japan,40.513493,141.488067
1742,241606,Machala,Ecuador,-3.258111,-79.955392
1743,241533,Kiel,Germany,54.3216753,10.1371858
1744,241327,Orsk,Russia,51.2,58.566667
1745,241100,Nam Định,Vietnam,20.27918,106.205148
1746,241000,Lafia,Nigeria,"8,504","8,526"
1747,240951,Riohacha,Colombia,11.52517,-72.87942
1748,240934,Ivano-Frankovsk,Ukraine,48.887218,24.690951
1749,240654,Borujerd,Iran,33.916126,48.735144
1750,240522,Granada,Spain,37.177336,-3.598557
1751,240504,Mek'elē,Ethiopia,13.51,39.46
1752,240438,Sikasso,Mali,"11,324","-5,657"
1753,240117,Anju,Democratic People's Republic of Korea,39.62,125.66
1754,239932,Saga,Japan,33.264199,130.297088
1755,239599,Tegal,Indonesia,-6.858847,109.104766
1756,239538,Lubbock,USA,33.5665,-101.8867
1757,239363,Ica,Peru,-13.937938,-75.800709
1758,239281,Saraburi,Thailand,14.528915,100.910142
1759,239253,Kirovograd,Ukraine,48.523638,32.260243
1760,239215,Kosty,Sudan,13.17,32.67
1761,239185,Neyshabur,Iran,36.214087,58.796091
1762,239182,Sahiwal,Pakistan,30.661181,73.108576
1763,239157,Bordeaux,France,44.837789,-0.57918
1764,239029,Neyagawa,Japan,34.7662,135.627952
1765,238958,São Carlos,Brazil,-22.024825,-47.891287
1766,238284,Balashikha,Russia,55.816667,37.966667
1767,238276,Tarsus,Turkey,36.927963,34.904551
1768,238209,Binjai,Indonesia,3.592169,98.495223
1769,238031,Shakhty,Russia,47.7,40.233333
1770,237964,Sōka,Japan,35.8385,139.801708
1771,237686,Ramagundam,India,18.75955,79.481638
1772,237676,Tembisa,South Africa,-26.006312,28.210883
1773,237361,Bukhara,Uzbekistan,39.768083,64.455577
1774,237279,Fuji,Japan,35.151497,138.651225
1775,237133,Tokchon,Democratic People's Republic of Korea,39.761,126.312
1776,236989,Maimansingh,Bangladesh,24.7612675,90.3972045
1777,236854,Kasukabe,Japan,35.981542,139.752129
1778,236716,Irvine,USA,33.6784,-117.7713
1779,236473,Nawabshah,Pakistan,26.244221,68.410034
1780,236441,Winston–Salem,USA,36.1033,-80.2606
1781,236269,Kendari,Indonesia,-3.972201,122.514903
1782,235983,Coatzacoalcos,Mexico,19.173773,-96.134224
1783,235983,Parnamirim,Brazil,-5.879681,-35.172976
1784,235967,Paraná,Argentina,-31.74132,-60.511547
1785,235827,Lop Buri,Thailand,14.799508,100.653371
1786,235769,Durán,Ecuador,-2.166667,-79.833333
1787,235685,Kütahya,Turkey,39.4167,29.9833
1788,235568,Mingaora,Pakistan,34.778824,72.333356
1789,235279,Nizhnekamsk,Russia,55.633333,51.816667
1790,234945,Malolos,Philippines,14.852739,120.816038
1791,234632,Glendale,USA,33.5331,-112.1899
1792,234566,Garland,USA,32.9098,-96.6304
1793,234224,Southampton,United Kingdom,50.9097,-1.404351
1794,234063,Trabzon,Turkey,41.00355,39.724049
1795,233990,Pleiku,Vietnam,14.016151,107.993
1796,233841,Purwokerto,Indonesia,-7.431391,109.24783
1797,233659,Košice,Slovakia,48.721005,21.2578
1798,233634,Magé,Brazil,-22.678512,-42.970207
1799,233572,Rishon Leziyyon,Israel,31.973002,34.792501
1800,233529,Windhoek,Namibia,-22.57,17.083611
1801,233394,Hialeah,USA,25.8699,-80.3029
1802,233294,Reno,USA,39.4745,-119.7765
1803,233255,San Pedro de Macoris,Dominican Republic,18.45,-69.3
1804,233023,Adapazarı,Turkey,40.778127,30.400535
1805,232891,Geoje,Republic of Korea,34.880643,128.621082
1806,232798,Nong Khai,Thailand,17.87828,102.741264
1807,232662,Reading,United Kingdom,51.454265,-0.97813
1808,231978,Hafar al-Batin,Saudi-Arabia,28.331836,45.957475
1809,231944,Angarsk,Russia,52.55,103.9
1810,231824,Kasama,Zambia,-10.229055,31.193945
1811,231592,GABORONE,Botswana,-24.658056,25.912222
1812,231565,Halle (Saale),Germany,51.4825041,11.9705452
1813,231557,Sabzewar,Iran,36.171513,57.60332
1814,231229,San Salvador de Jujuy,Argentina,-24.185786,-65.299477
1815,231021,Magdeburg,Germany,52.1315889,11.6399609
1816,231005,Chigasaki,Japan,35.340079,139.409041
1817,230810,Quilmes,Argentina,-34.726025,-58.254356
1818,230614,Ciudad de Santiago del Estero,Argentina,-27.78442,-64.267281
1819,230571,Chesapeake,USA,36.6794,-76.3018
1820,230336,Marília,Brazil,-22.212214,-49.950887
1821,229972,Gilbert,USA,33.3102,-111.7422
1822,229956,Pali,India,25.771089,73.323448
1823,229887,Sete Lagoas,Brazil,-19.4576,-44.247242
1824,229872,Colombo,Brazil,-25.250824,-49.19264
1825,229624,Macaé,Brazil,-22.3711,-41.784514
1826,229525,Pematang Siantar,Indonesia,2.970042,99.068167
1827,229426,Baton Rouge,USA,30.4485,-91.1259
1828,229407,Derby,United Kingdom,52.92253,-1.474619
1829,229329,Arapiraca,Brazil,-9.77961,-36.644031
1830,229307,Satna,India,24.600508,80.832243
1831,229207,Sosnowiec,Poland,50.286264,19.104079
1832,228653,Irving,USA,32.8577,-96.97
1833,228643,Divinópolis,Brazil,-20.146848,-44.888314
1834,228561,São José,Brazil,-27.567852,-48.612677
1835,228496,Suphan Buri,Thailand,14.474489,100.117713
1836,228378,Ploieşti,Romania,44.933333,26.033333
1837,228123,Aarhus,Denmark,56.162939,10.203921
1838,228025,Vizianagaram,India,18.106658,83.395551
1839,228001,al-Fasher,Sudan,13.63,25.35
1840,228000,Saki,Nigeria,"8,672","3,392"
1841,227944,Radom,Poland,51.402724,21.147133
1842,227735,Rusaifa,Jordan,29.53192,35.006084
1843,227568,Vitoria-Gasteiz,Spain,42.859166,-2.681792
1844,227564,Gondar,Ethiopia,12.6,37.46
1845,227560,Lille,France,50.62925,3.057256
1846,227392,Matsumoto,Japan,36.231657,137.976186
1847,227180,Swansea,United Kingdom,51.62144,-3.943646
1848,227168,Itaboraí,Brazil,-22.675382,-42.974824
1849,226988,São Leopoldo,Brazil,-30.036697,-51.225729
1850,226970,Americana,Brazil,-22.758211,-47.352234
1851,226918,Scottsdale,USA,33.6687,-111.8237
1852,226877,North Las Vegas,USA,36.283,-115.0893
1853,226728,Lalitpur,Nepal,27.666667,85.316667
1854,226602,Indaiatuba,Brazil,-23.087608,-47.211553
1855,226517,Pilar,Argentina,-34.455906,-58.908329
1856,226326,Okara,Pakistan,30.80905,73.450821
1857,225982,Katihar,India,25.533508,87.583748
1858,225903,Nakhon Sawan,Thailand,15.693007,100.122559
1859,225306,Cotia,Brazil,-23.607368,-46.924656
1860,225235,Hardwar,India,29.945691,78.164248
1861,225163,Atsugi,Japan,35.449056,139.367108
1862,225074,Sonipat,India,28.928774,77.091281
1863,224922,Fremont,USA,37.4944,-121.9411
1864,224912,Krementchug,Ukraine,49.0795,33.4411
1865,224826,Jacareí,Brazil,-23.284694,-45.952424
1866,224586,Daloa,Côte d'Ivoire,"6,887","-6,451"
1867,224473,Nicosia,Cyprus,35.166667,33.366667
1868,224329,Nagercoil,India,8.183286,77.4119
1869,224304,Araraquara,Brazil,-21.792055,-48.188587
1870,224146,Mbour,Senegal,"14,431","-16,967"
1871,223898,Banfield,Argentina,-34.744611,-58.391732
1872,223567,Concepción,Chile,-36.818938,-73.050319
1873,223449,As Seeb,Oman,23.660618,58.181055
1874,223365,Guaymallén,Argentina,-32.876533,-68.69165
1875,223127,Yamato,Japan,35.4697,139.461406
1876,223086,Portoviejo,Ecuador,-1.056111,-80.455278
1877,222673,Puerto Princesa,Philippines,9.967216,118.78551
1878,222619,Thanjavur,India,10.786999,79.137827
1879,222556,Isparta,Turkey,37.764771,30.556561
1880,222544,al-Dschubail,Saudi-Arabia,27.039028,49.405083
1881,222516,Atirau,Kazakhstan,47.094496,51.923837
1882,222479,Ageo,Japan,35.973534,139.588451
1883,222330,Sandakan,Malaysia,5.839444,118.117173
1884,222226,Ciudad de Formosa,Argentina,-26.185201,-58.17537
1885,222071,Takarazuka,Japan,34.800008,135.360289
1886,222065,Blagoveshchensk (Amurskaya oblast),Russia,50.272776,127.540402
1887,222058,Krefeld,Germany,51.3331205,6.5623343
1888,222035,Saskatoon,Canada,52.133214,-106.670046
1889,221875,Murwara (Katni),India,23.828381,80.418531
1890,221814,Najafabad,Iran,32.632423,51.367991
1891,221762,Naihati,India,22.892872,88.422032
1892,221520,Badalona,Spain,41.446988,2.245032
1893,221334,Sambhal,India,28.59,78.57
1894,221178,Olongapo,Philippines,14.83863,120.284202
1895,221174,Tacloban,Philippines,11.25,125
1896,221122,Manta,Ecuador,-0.967653,-80.70891
1897,221062,Phayao,Thailand,19.215437,100.202369
1898,221000,Jimeta,Nigeria,"9,252","12,457"
1899,220962,Palangkaraya,Indonesia,-2.21,113.92
1900,220651,Talca,Chile,-35.423244,-71.64848
1901,220599,Presidente Prudente,Brazil,-22.124124,-51.420593
